ID Cliente;Zona;País;Tipo de producto;ID Proveedor;Prioridad;Fecha pedido;ID Pedido;Fecha envío;Unidades;Precio Unitario;Coste unitario;Importe venta total;Importe Coste total
C0979;Centroamérica y Caribe;The Bahamas;Material de oficina;P0008;Baja;14/08/2020;797990500;22/09/2020;1977;651.21 ;524.96 ;1287442.17 ;1037845.92 
C0361;Europa;Germany;Bebida;P0009;Alta;8/06/2020;136167657;21/06/2020;3890;47.45 ;31.79 ;184580.50 ;123663.10 
C0528;Europa;Cyprus;Bebida;P0009;Crítica;11/09/2021;152819240;16/10/2021;1464;47.45 ;31.79 ;69466.80 ;46540.56 
C0526;Europa;Luxembourg;Snacks;P0001;Crítica;15/07/2022;352681577;25/07/2022;5171;152.58 ;97.44 ;788991.18 ;503862.24 
C0108;Australia y Oceanía;Tuvalu;Cereales;P0003;Alta;27/01/2020;310803496;4/03/2020;2516;205.70 ;117.11 ;517541.20 ;294648.76 
C0225;Europa;Bulgaria;Cosméticos;P0006;Baja;26/05/2020;122546327;18/06/2020;3036;437.20 ;263.33 ;1327339.20 ;799469.88 
C0535;Asia;Bangladesh;Frutas;P0004;Alta;4/01/2020;853583896;20/01/2020;3298;9.33 ;6.92 ;30770.34 ;22822.16 
C0899;Centroamérica y Caribe;El Salvador;Cuidado personal;P0007;Alta;4/07/2021;489902532;31/07/2021;1901;81.73 ;56.67 ;155368.73 ;107729.67 
C0878;Asia;China;Verduras;P0010;Media;2/10/2020;687801063;6/10/2020;4474;154.06 ;90.93 ;689264.44 ;406820.82 
C0238;Asia;Mongolia;Cárnicos;P0002;Media;7/08/2022;923890817;17/08/2022;8678;421.89 ;364.69 ;3661161.42 ;3164779.82 
C0450;Australia y Oceanía;Solomon Islands;Frutas;P0004;Alta;11/04/2022;745095622;27/05/2022;9207;9.33 ;6.92 ;85901.31 ;63712.44 
C0186;África;Mauritania;Cosméticos;P0006;Baja;23/02/2021;218651807;19/03/2021;2783;437.20 ;263.33 ;1216727.60 ;732847.39 
C0821;Asia;South Korea;Verduras;P0010;Media;26/05/2022;382108199;13/07/2022;3162;154.06 ;90.93 ;487137.72 ;287520.66 
C0933;Asia;Myanmar;Material de oficina;P0008;Baja;17/01/2021;993326127;18/02/2021;6130;651.21 ;524.96 ;3991917.30 ;3218004.80 
C0804;África;Botswana;Cereales;P0003;Baja;7/07/2022;980479419;6/08/2022;4503;205.70 ;117.11 ;926267.10 ;527346.33 
C0920;Europa;Portugal;Snacks;P0001;Crítica;11/03/2021;692054402;20/03/2021;3131;152.58 ;97.44 ;477727.98 ;305084.64 
C0468;Europa;Spain;Verduras;P0010;Crítica;16/11/2021;546849906;11/12/2021;3894;154.06 ;90.93 ;599909.64 ;354081.42 
C0839;África;Cote d'Ivoire;Bebida;P0009;Baja;11/03/2021;583977258;25/04/2021;703;47.45 ;31.79 ;33357.35 ;22348.37 
C0128;Europa;Russia;Alimento infantil;P0005;Crítica;13/06/2020;912860286;10/07/2020;4499;255.28 ;159.42 ;1148504.72 ;717230.58 
C0632;Australia y Oceanía;Federated States of Micronesia;Ropa;P0011;Media;15/05/2021;363235318;25/06/2021;8257;109.28 ;35.84 ;902324.96 ;295930.88 
C0351;África;The Gambia;Cárnicos;P0002;Alta;11/10/2021;535151183;24/11/2021;1982;421.89 ;364.69 ;836185.98 ;722815.58 
C0489;Europa;Luxembourg;Frutas;P0004;Alta;7/10/2022;848969209;15/10/2022;7710;9.33 ;6.92 ;71934.30 ;53353.20 
C0953;África;Liberia;Frutas;P0004;Crítica;15/07/2021;795363223;30/08/2021;4507;9.33 ;6.92 ;42050.31 ;31188.44 
C0853;África;Burundi;Cosméticos;P0006;Crítica;1/06/2021;385319554;27/06/2021;3474;437.20 ;263.33 ;1518832.80 ;914808.42 
C0001;África;Syria;Cereales;P0003;Alta;2/11/2021;600137031;15/11/2021;2739;205.70 ;117.11 ;563412.30 ;320764.29 
C0414;Norteamérica;United States of America;Ropa;P0011;Alta;24/08/2022;241426980;24/09/2022;2463;109.28 ;35.84 ;269156.64 ;88273.92 
C0811;Asia;Japan;Alimento infantil;P0005;Baja;24/08/2022;881113231;5/10/2022;9840;255.28 ;159.42 ;2511955.20 ;1568692.80 
C0114;Asia;Laos;Frutas;P0004;Baja;22/01/2021;111432111;14/02/2021;4093;9.33 ;6.92 ;38187.69 ;28323.56 
C0949;Europa;Germany;Verduras;P0010;Crítica;14/10/2021;994932448;23/11/2021;1476;154.06 ;90.93 ;227392.56 ;134212.68 
C0144;Norteamérica;Greenland;Cuidado personal;P0007;Crítica;23/07/2020;814475572;10/08/2020;276;81.73 ;56.67 ;22557.48 ;15640.92 
C0232;Centroamérica y Caribe;Jamaica;Cárnicos;P0002;Alta;26/08/2020;523235309;20/09/2020;5810;421.89 ;364.69 ;2451180.90 ;2118848.90 
C0946;Europa;Switzerland;Verduras;P0010;Media;13/01/2020;694697988;23/02/2020;5427;154.06 ;90.93 ;836083.62 ;493477.11 
C0726;Europa;Sweden;Material de oficina;P0008;Media;10/05/2021;172662436;10/06/2021;3507;651.21 ;524.96 ;2283793.47 ;1841034.72 
C0212;África;Liberia;Bebida;P0009;Media;15/12/2021;121239984;13/01/2022;6460;47.45 ;31.79 ;306527.00 ;205363.40 
C0748;Australia y Oceanía;Kiribati;Alimento infantil;P0005;Media;2/01/2021;874854457;4/01/2021;7730;255.28 ;159.42 ;1973314.40 ;1232316.60 
C0882;Europa;Malta;Cárnicos;P0002;Media;6/12/2020;588242185;10/01/2021;2789;421.89 ;364.69 ;1176651.21 ;1017120.41 
C0864;Asia;Philippines;Cuidado personal;P0007;Baja;12/04/2020;186451995;29/05/2020;4144;81.73 ;56.67 ;338689.12 ;234840.48 
C0148;África;Comoros;Alimento infantil;P0005;Baja;8/11/2020;214845216;29/11/2020;6329;255.28 ;159.42 ;1615667.12 ;1008969.18 
C0890;Europa;Liechtenstein;Doméstico;P0012;Baja;29/07/2020;389095675;30/08/2020;912;668.27 ;502.54 ;609462.24 ;458316.48 
C0451;África;Lebanon;Cereales;P0003;Baja;15/08/2020;945189702;29/08/2020;1492;205.70 ;117.11 ;306904.40 ;174728.12 
C0894;Norteamérica;Greenland;Cereales;P0003;Crítica;22/02/2021;389426124;5/04/2021;8699;205.70 ;117.11 ;1789384.30 ;1018739.89 
C0484;África;Chad;Cereales;P0003;Media;13/09/2022;448416268;15/09/2022;5193;205.70 ;117.11 ;1068200.10 ;608152.23 
C0190;Europa;Macedonia;Doméstico;P0012;Baja;15/12/2021;219083964;5/01/2022;668;668.27 ;502.54 ;446404.36 ;335696.72 
C0186;África;United Arab Emirates;Cosméticos;P0006;Alta;12/09/2021;218665540;19/10/2021;6847;437.20 ;263.33 ;2993508.40 ;1803020.51 
C0347;África;Qatar;Cereales;P0003;Alta;29/10/2020;134709823;25/11/2020;2485;205.70 ;117.11 ;511164.50 ;291018.35 
C0750;África;Iraq;Verduras;P0010;Alta;5/07/2021;175078141;5/08/2021;8367;154.06 ;90.93 ;1289020.02 ;760811.31 
C0179;Europa;Kosovo;Material de oficina;P0008;Baja;7/01/2022;617944324;4/02/2022;2312;651.21 ;524.96 ;1505597.52 ;1213707.52 
C0617;Asia;Bhutan;Cosméticos;P0006;Crítica;12/01/2021;461794698;22/01/2021;4168;437.20 ;263.33 ;1822249.60 ;1097559.44 
C0754;Centroamérica y Caribe;Cuba;Ropa;P0011;Alta;2/12/2021;575428092;10/12/2021;815;109.28 ;35.84 ;89063.20 ;29209.60 
C0479;Norteamérica;Mexico;Alimento infantil;P0005;Media;25/09/2022;547955834;9/10/2022;1163;255.28 ;159.42 ;296890.64 ;185405.46 
C0388;África;Cote d'Ivoire;Bebida;P0009;Media;1/07/2020;938801753;12/07/2020;1156;47.45 ;31.79 ;54852.20 ;36749.24 
C0277;África;Nigeria;Cereales;P0003;Alta;20/03/2021;127702176;2/05/2021;8767;205.70 ;117.11 ;1803371.90 ;1026703.37 
C0647;Australia y Oceanía;Vanuatu;Material de oficina;P0008;Alta;17/04/2021;164705932;31/05/2021;9000;651.21 ;524.96 ;5860890.00 ;4724640.00 
C0201;África;Kuwait;Verduras;P0010;Baja;20/05/2020;920174348;30/05/2020;8893;154.06 ;90.93 ;1370055.58 ;808640.49 
C0347;África;Namibia;Cárnicos;P0002;Media;3/11/2022;534781253;30/11/2022;2512;421.89 ;364.69 ;1059787.68 ;916101.28 
C0695;África;Egypt;Verduras;P0010;Baja;25/12/2021;369512975;5/02/2022;5955;154.06 ;90.93 ;917427.30 ;541488.15 
C0556;África;Swaziland;Frutas;P0004;Crítica;15/07/2021;955668342;26/08/2021;2354;9.33 ;6.92 ;21962.82 ;16289.68 
C0448;Centroamérica y Caribe;Antigua and Barbuda ;Cárnicos;P0002;Crítica;8/10/2022;644858682;4/11/2022;6869;421.89 ;364.69 ;2897962.41 ;2505055.61 
C0590;Asia;Sri Lanka;Verduras;P0010;Alta;15/03/2020;559007823;18/04/2020;1692;154.06 ;90.93 ;260669.52 ;153853.56 
C0403;Europa;Liechtenstein;Bebida;P0009;Media;15/03/2020;540352094;30/03/2020;1047;47.45 ;31.79 ;49680.15 ;33284.13 
C0014;África;Angola;Material de oficina;P0008;Crítica;20/05/2022;501440322;30/05/2022;6189;651.21 ;524.96 ;4030338.69 ;3248977.44 
C0751;Asia;Brunei;Doméstico;P0012;Crítica;16/01/2021;875133836;6/02/2021;404;668.27 ;502.54 ;269981.08 ;203026.16 
C0646;Australia y Oceanía;Samoa ;Ropa;P0011;Crítica;23/11/2020;364606463;2/01/2021;4010;109.28 ;35.84 ;438212.80 ;143718.40 
C0933;Australia y Oceanía;Marshall Islands;Frutas;P0004;Baja;30/04/2021;893344533;20/05/2021;9354;9.33 ;6.92 ;87272.82 ;64729.68 
C0551;África;Democratic Republic of the Congo;Frutas;P0004;Crítica;15/09/2020;855146872;20/09/2020;5818;9.33 ;6.92 ;54281.94 ;40260.56 
C0641;Australia y Oceanía;Tonga;Cosméticos;P0006;Crítica;30/08/2020;964124810;31/08/2020;4811;437.20 ;263.33 ;2103369.20 ;1266880.63 
C0047;África;Mozambique;Snacks;P0001;Crítica;15/10/2021;204702174;17/10/2021;4777;152.58 ;97.44 ;728874.66 ;465470.88 
C0816;África;Kuwait;Cárnicos;P0002;Media;25/03/2022;781615293;10/04/2022;6189;421.89 ;364.69 ;2611077.21 ;2257066.41 
C0699;Europa;Romania;Bebida;P0009;Alta;16/12/2021;469912993;22/01/2022;6552;47.45 ;31.79 ;310892.40 ;208288.08 
C0649;África;South Sudan;Cosméticos;P0006;Crítica;9/05/2021;264956605;4/06/2021;5402;437.20 ;263.33 ;2361754.40 ;1422508.66 
C0324;Asia;Malaysia;Snacks;P0001;Crítica;13/08/2022;332419955;12/09/2022;9307;152.58 ;97.44 ;1420062.06 ;906874.08 
C0582;Centroamérica y Caribe;Costa Rica;Snacks;P0001;Media;22/08/2022;458289372;30/08/2022;6864;152.58 ;97.44 ;1047309.12 ;668828.16 
C0988;Europa;Croatia;Cuidado personal;P0007;Alta;25/02/2020;498863685;8/03/2020;3705;81.73 ;56.67 ;302809.65 ;209962.35 
C0307;Asia;Nepal;Bebida;P0009;Baja;5/11/2022;830754220;7/11/2022;7490;47.45 ;31.79 ;355400.50 ;238107.10 
C0008;Asia;Tajikistan;Alimento infantil;P0005;Alta;1/04/2020;100884807;30/04/2020;2911;255.28 ;159.42 ;743120.08 ;464071.62 
C0764;Europa;Serbia;Cárnicos;P0002;Alta;17/04/2022;176491773;24/04/2022;6692;421.89 ;364.69 ;2823287.88 ;2440505.48 
C0951;África;Angola;Cárnicos;P0002;Baja;25/09/2020;295123946;3/11/2020;2589;421.89 ;364.69 ;1092273.21 ;944182.41 
C0146;Asia;Japan;Cuidado personal;P0007;Baja;7/01/2022;214642655;14/02/2022;6386;81.73 ;56.67 ;521927.78 ;361894.62 
C0632;Europa;Iceland;Cárnicos;P0002;Media;21/02/2020;663221728;1/03/2020;903;421.89 ;364.69 ;380966.67 ;329315.07 
C0893;Europa;Cyprus;Ropa;P0011;Media;2/12/2020;189347493;21/12/2020;986;109.28 ;35.84 ;107750.08 ;35338.24 
C0118;Australia y Oceanía;East Timor;Bebida;P0009;Alta;30/07/2020;111818778;23/08/2020;8516;47.45 ;31.79 ;404084.20 ;270723.64 
C0697;Asia;Tajikistan;Material de oficina;P0008;Baja;17/06/2021;469746911;28/07/2021;7405;651.21 ;524.96 ;4822210.05 ;3887328.80 
C0725;África;Somalia;Doméstico;P0012;Crítica;7/01/2022;472555720;3/02/2022;8594;668.27 ;502.54 ;5743112.38 ;4318828.76 
C0499;Europa;Spain;Ropa;P0011;Alta;9/02/2021;749981534;11/02/2021;5057;109.28 ;35.84 ;552628.96 ;181242.88 
C0020;Europa;Sweden;Cereales;P0003;Crítica;12/04/2022;202073180;8/05/2022;6799;205.70 ;117.11 ;1398554.30 ;796230.89 
C0491;África;Ethiopia;Doméstico;P0012;Baja;26/11/2020;949191987;15/12/2020;5857;668.27 ;502.54 ;3914057.39 ;2943376.78 
C0820;Asia;Turkmenistan;Cuidado personal;P0007;Baja;4/10/2022;682011783;14/11/2022;1297;81.73 ;56.67 ;106003.81 ;73500.99 
C0115;Europa;Malta;Ropa;P0011;Baja;6/08/2022;311518895;21/08/2022;4219;109.28 ;35.84 ;461052.32 ;151208.96 
C0190;África;Malawi;Cosméticos;P0006;Baja;16/09/2022;819012153;18/09/2022;2751;437.20 ;263.33 ;1202737.20 ;724420.83 
C0061;Europa;Czech Republic;Material de oficina;P0008;Crítica;29/01/2020;106102883;28/02/2020;7056;651.21 ;524.96 ;4594937.76 ;3704117.76 
C0447;Europa;Netherlands;Cárnicos;P0002;Media;3/02/2022;644714915;10/02/2022;4325;421.89 ;364.69 ;1824674.25 ;1577284.25 
C0270;Europa;Sweden;Bebida;P0009;Baja;2/04/2022;927084577;16/04/2022;3783;47.45 ;31.79 ;179503.35 ;120261.57 
C0157;África;Saudi Arabia;Verduras;P0010;Crítica;6/08/2021;415760695;18/08/2021;1684;154.06 ;90.93 ;259437.04 ;153126.12 
C0936;África;Turkey;Cereales;P0003;Media;29/07/2021;893604600;29/08/2021;6314;205.70 ;117.11 ;1298789.80 ;739432.54 
C0137;Centroamérica y Caribe;Dominican Republic;Ropa;P0011;Baja;12/08/2022;613790118;18/09/2022;2991;109.28 ;35.84 ;326856.48 ;107197.44 
C0498;Asia;Uzbekistan;Cuidado personal;P0007;Alta;31/08/2022;149803578;7/09/2022;9063;81.73 ;56.67 ;740718.99 ;513600.21 
C0454;África;Kuwait;Snacks;P0001;Media;14/07/2021;145443809;26/07/2021;8910;152.58 ;97.44 ;1359487.80 ;868190.40 
C0648;Australia y Oceanía;Federated States of Micronesia;Ropa;P0011;Crítica;9/04/2022;864822137;11/05/2022;8943;109.28 ;35.84 ;977291.04 ;320517.12 
C0423;Australia y Oceanía;Samoa ;Material de oficina;P0008;Alta;10/03/2021;842362391;14/04/2021;2606;651.21 ;524.96 ;1697053.26 ;1368045.76 
C0328;África;Eritrea;Snacks;P0001;Baja;18/09/2020;932800900;21/09/2020;5370;152.58 ;97.44 ;819354.60 ;523252.80 
C0611;Asia;Singapore;Alimento infantil;P0005;Alta;3/04/2022;261186492;13/04/2022;9742;255.28 ;159.42 ;2486937.76 ;1553069.64 
C0728;África;Mauritania;Doméstico;P0012;Media;23/11/2021;272880494;31/12/2021;257;668.27 ;502.54 ;171745.39 ;129152.78 
C0835;Asia;Bhutan;Ropa;P0011;Alta;30/05/2020;683556735;8/06/2020;8483;109.28 ;35.84 ;927022.24 ;304030.72 
C0292;África;Republic of the Congo;Bebida;P0009;Baja;5/11/2021;829201543;15/11/2021;8018;47.45 ;31.79 ;380454.10 ;254892.22 
C0161;Europa;Germany;Bebida;P0009;Media;18/08/2020;116113746;1/09/2020;9493;47.45 ;31.79 ;450442.85 ;301782.47 
C0709;África;Tunisia ;Cereales;P0003;Media;6/03/2020;270904672;14/03/2020;5567;205.70 ;117.11 ;1145131.90 ;651951.37 
C0904;Asia;Myanmar;Cereales;P0003;Media;7/01/2020;390498149;26/01/2020;5935;205.70 ;117.11 ;1220829.50 ;695047.85 
C0921;Europa;Romania;Cosméticos;P0006;Media;28/01/2020;992130506;3/03/2020;2319;437.20 ;263.33 ;1013866.80 ;610662.27 
C0633;Europa;Greece;Snacks;P0001;Crítica;10/02/2022;863350570;14/03/2022;3474;152.58 ;97.44 ;530062.92 ;338506.56 
C0120;África;Benin;Cosméticos;P0006;Baja;28/07/2022;212019670;29/07/2022;187;437.20 ;263.33 ;81756.40 ;49242.71 
C0163;Centroamérica y Caribe;Jamaica;Material de oficina;P0008;Crítica;5/08/2022;216311633;27/08/2022;274;651.21 ;524.96 ;178431.54 ;143839.04 
C0747;Europa;Liechtenstein;Doméstico;P0012;Alta;6/11/2020;774712789;11/12/2020;3585;668.27 ;502.54 ;2395747.95 ;1801605.90 
C0560;Norteamérica;Greenland;Alimento infantil;P0005;Crítica;17/09/2020;956021964;8/10/2020;6999;255.28 ;159.42 ;1786704.72 ;1115780.58 
C0493;Europa;Romania;Cosméticos;P0006;Alta;26/03/2020;349350488;19/04/2020;9428;437.20 ;263.33 ;4121921.60 ;2482675.24 
C0141;Asia;China;Cosméticos;P0006;Alta;26/02/2022;414122188;23/03/2022;6813;437.20 ;263.33 ;2978643.60 ;1794067.29 
C0300;Australia y Oceanía;East Timor;Doméstico;P0012;Baja;17/01/2021;430073392;5/02/2021;7129;668.27 ;502.54 ;4764096.83 ;3582607.66 
C0472;Europa;Albania;Cuidado personal;P0007;Media;18/11/2021;647252929;28/12/2021;5380;81.73 ;56.67 ;439707.40 ;304884.60 
C0360;Asia;Laos;Frutas;P0004;Alta;20/06/2021;936022126;24/07/2021;8602;9.33 ;6.92 ;80256.66 ;59525.84 
C0370;África;Central African Republic;Material de oficina;P0008;Baja;17/04/2021;337054812;24/05/2021;864;651.21 ;524.96 ;562645.44 ;453565.44 
C0113;Europa;Netherlands;Cárnicos;P0002;Crítica;24/05/2020;211337316;8/07/2020;8263;421.89 ;364.69 ;3486077.07 ;3013433.47 
C0901;Australia y Oceanía;Solomon Islands;Snacks;P0001;Media;30/06/2022;190168464;15/08/2022;3929;152.58 ;97.44 ;599486.82 ;382841.76 
C0251;África;Seychelles ;Ropa;P0011;Media;16/04/2020;425159585;26/05/2020;3024;109.28 ;35.84 ;330462.72 ;108380.16 
C0382;Asia;Kazakhstan;Cárnicos;P0002;Baja;7/08/2022;238234508;21/08/2022;7740;421.89 ;364.69 ;3265428.60 ;2822700.60 
C0716;Europa;Hungary;Cosméticos;P0006;Alta;26/06/2021;371629559;16/07/2021;2300;437.20 ;263.33 ;1005560.00 ;605659.00 
C0378;Asia;Laos;Alimento infantil;P0005;Baja;13/04/2022;737893569;30/05/2022;7960;255.28 ;159.42 ;2032028.80 ;1268983.20 
C0698;África;Yemen;Ropa;P0011;Crítica;25/02/2022;869887864;15/04/2022;8005;109.28 ;35.84 ;874786.40 ;286899.20 
C0707;Europa;Russia;Cuidado personal;P0007;Alta;1/02/2020;370786273;16/02/2020;2753;81.73 ;56.67 ;225002.69 ;156012.51 
C0640;Asia;Philippines;Cereales;P0003;Alta;10/03/2021;264075124;11/03/2021;4552;205.70 ;117.11 ;936346.40 ;533084.72 
C0435;Australia y Oceanía;Marshall Islands;Frutas;P0004;Baja;22/12/2020;743553245;22/12/2020;2783;9.33 ;6.92 ;25965.39 ;19258.36 
C0233;África;Burkina Faso;Cuidado personal;P0007;Crítica;24/01/2021;723331964;11/02/2021;8857;81.73 ;56.67 ;723882.61 ;501926.19 
C0878;Europa;Kosovo;Snacks;P0001;Media;23/01/2022;987835109;13/03/2022;1215;152.58 ;97.44 ;185384.70 ;118389.60 
C0417;Asia;North Korea;Material de oficina;P0008;Alta;7/02/2022;141799008;28/03/2022;333;651.21 ;524.96 ;216852.93 ;174811.68 
C0602;Asia;Bhutan;Snacks;P0001;Alta;1/03/2021;460272490;16/03/2021;3713;152.58 ;97.44 ;566529.54 ;361794.72 
C0386;Europa;Switzerland;Material de oficina;P0008;Media;25/06/2022;238616883;2/07/2022;893;651.21 ;524.96 ;581530.53 ;468789.28 
C0425;África;Libya;Cuidado personal;P0007;Alta;17/07/2022;542506015;7/08/2022;8440;81.73 ;56.67 ;689801.20 ;478294.80 
C0579;Centroamérica y Caribe;Honduras;Verduras;P0010;Alta;4/02/2021;257926213;23/02/2021;4953;154.06 ;90.93 ;763059.18 ;450376.29 
C0411;África;Benin;Alimento infantil;P0005;Media;2/08/2022;141176307;20/09/2022;6061;255.28 ;159.42 ;1547252.08 ;966244.62 
C0688;África;Egypt;Cárnicos;P0002;Media;31/05/2020;568867623;22/06/2020;9426;421.89 ;364.69 ;3976735.14 ;3437567.94 
C0879;Europa;Cyprus;Bebida;P0009;Media;5/04/2021;187923991;17/05/2021;9740;47.45 ;31.79 ;462163.00 ;309634.60 
C0655;África;Morocco;Cereales;P0003;Alta;4/10/2020;865581738;23/10/2020;3726;205.70 ;117.11 ;766438.20 ;436351.86 
C0393;Europa;Estonia;Bebida;P0009;Alta;8/02/2022;939389693;15/02/2022;5140;47.45 ;31.79 ;243893.00 ;163400.60 
C0672;Asia;South Korea;Alimento infantil;P0005;Crítica;24/04/2020;167209184;16/05/2020;9768;255.28 ;159.42 ;2493575.04 ;1557214.56 
C0772;Asia;Vietnam;Cosméticos;P0006;Media;20/10/2020;177214038;6/11/2020;427;437.20 ;263.33 ;186684.40 ;112441.91 
C0178;África;Syria;Snacks;P0001;Alta;29/10/2020;417890584;6/11/2020;1965;152.58 ;97.44 ;299819.70 ;191469.60 
C0080;Europa;Luxembourg;Ropa;P0011;Baja;27/04/2022;408037650;27/04/2022;6263;109.28 ;35.84 ;684420.64 ;224465.92 
C0867;Centroamérica y Caribe;Cuba;Cosméticos;P0006;Alta;28/11/2021;186766564;12/12/2021;7232;437.20 ;263.33 ;3161830.40 ;1904402.56 
C0635;Asia;Maldives;Cárnicos;P0002;Alta;27/11/2020;763501155;2/12/2020;5813;421.89 ;364.69 ;2452446.57 ;2119942.97 
C0679;Asia;Taiwan;Bebida;P0009;Media;10/01/2021;967977750;22/02/2021;4982;47.45 ;31.79 ;236395.90 ;158377.78 
C0002;Europa;Bosnia and Herzegovina;Snacks;P0001;Crítica;7/02/2020;600245177;14/03/2020;4742;152.58 ;97.44 ;723534.36 ;462060.48 
C0806;África;Afghanistan;Cosméticos;P0006;Baja;28/01/2022;880664765;3/02/2022;7129;437.20 ;263.33 ;3116798.80 ;1877279.57 
C0999;Norteamérica;Canada;Cereales;P0003;Media;20/04/2021;399910342;4/05/2021;1212;205.70 ;117.11 ;249308.40 ;141937.32 
C0689;África;Qatar;Cárnicos;P0002;Media;4/02/2021;968968236;8/03/2021;8088;421.89 ;364.69 ;3412246.32 ;2949612.72 
C0691;Europa;Malta;Verduras;P0010;Baja;24/11/2020;869137275;15/12/2020;5889;154.06 ;90.93 ;907259.34 ;535486.77 
C0020;África;Bahrain;Verduras;P0010;Crítica;19/07/2020;702028787;25/07/2020;4773;154.06 ;90.93 ;735328.38 ;434008.89 
C0395;África;Zambia;Frutas;P0004;Baja;19/09/2021;239566600;20/09/2021;1935;9.33 ;6.92 ;18053.55 ;13390.20 
C0739;Asia;Bangladesh;Ropa;P0011;Crítica;5/10/2020;673987042;7/11/2020;6598;109.28 ;35.84 ;721029.44 ;236472.32 
C0678;África;Egypt;Cárnicos;P0002;Media;1/08/2021;567838943;14/08/2021;5017;421.89 ;364.69 ;2116622.13 ;1829649.73 
C0039;Asia;Japan;Ropa;P0011;Crítica;9/10/2022;803983628;1/11/2022;5477;109.28 ;35.84 ;598526.56 ;196295.68 
C0355;Centroamérica y Caribe;Jamaica;Cosméticos;P0006;Media;21/11/2021;535594928;17/12/2021;3296;437.20 ;263.33 ;1441011.20 ;867935.68 
C0361;África;Namibia;Alimento infantil;P0005;Media;14/08/2022;336159169;17/08/2022;5823;255.28 ;159.42 ;1486495.44 ;928302.66 
C0494;Australia y Oceanía;Federated States of Micronesia;Cárnicos;P0002;Crítica;21/11/2021;849475181;12/12/2021;7438;421.89 ;364.69 ;3138017.82 ;2712564.22 
C0396;África;Iran;Ropa;P0011;Media;6/10/2022;539654290;18/10/2022;4552;109.28 ;35.84 ;497442.56 ;163143.68 
C0411;Asia;Malaysia;Cereales;P0003;Alta;20/07/2021;641120326;3/09/2021;606;205.70 ;117.11 ;124654.20 ;70968.66 
C0086;Asia;Tajikistan;Verduras;P0010;Crítica;4/09/2020;208609616;5/09/2020;1076;154.06 ;90.93 ;165768.56 ;97840.68 
C0671;África;Iran;Cárnicos;P0002;Alta;20/07/2021;167170989;22/07/2021;8465;421.89 ;364.69 ;3571298.85 ;3087100.85 
C0621;Australia y Oceanía;Samoa ;Cárnicos;P0002;Crítica;3/04/2020;162165772;6/05/2020;7311;421.89 ;364.69 ;3084437.79 ;2666248.59 
C0092;África;Botswana;Cosméticos;P0006;Crítica;5/06/2020;809267795;20/06/2020;9179;437.20 ;263.33 ;4013058.80 ;2417106.07 
C0444;Europa;Austria;Alimento infantil;P0005;Crítica;22/05/2020;544463384;25/06/2020;7669;255.28 ;159.42 ;1957742.32 ;1222591.98 
C0740;África;Syria;Bebida;P0009;Alta;17/04/2020;574051368;1/05/2020;3411;47.45 ;31.79 ;161851.95 ;108435.69 
C0246;África;Senegal;Frutas;P0004;Crítica;10/09/2020;824643075;23/10/2020;9066;9.33 ;6.92 ;84585.78 ;62736.72 
C0931;África;Mauritius ;Cuidado personal;P0007;Media;11/02/2021;393162333;29/03/2021;4326;81.73 ;56.67 ;353563.98 ;245154.42 
C0968;África;Cote d'Ivoire;Frutas;P0004;Alta;28/06/2021;696845471;8/07/2021;915;9.33 ;6.92 ;8536.95 ;6331.80 
C0232;Centroamérica y Caribe;Belize;Ropa;P0011;Alta;18/09/2020;523241317;3/10/2020;7588;109.28 ;35.84 ;829216.64 ;271953.92 
C0802;África;Morocco;Cereales;P0003;Baja;15/12/2020;980211198;15/12/2020;5131;205.70 ;117.11 ;1055446.70 ;600891.41 
C0459;Australia y Oceanía;Australia;Doméstico;P0012;Baja;27/06/2020;545928943;10/08/2020;1361;668.27 ;502.54 ;909515.47 ;683956.94 
C0188;África;Senegal;Verduras;P0010;Baja;5/11/2020;918880879;13/12/2020;6127;154.06 ;90.93 ;943925.62 ;557128.11 
C0678;Centroamérica y Caribe;Antigua and Barbuda ;Verduras;P0010;Alta;18/07/2022;267865836;30/07/2022;6308;154.06 ;90.93 ;971810.48 ;573586.44 
C0819;Europa;Poland;Material de oficina;P0008;Alta;8/10/2020;881995141;20/10/2020;817;651.21 ;524.96 ;532038.57 ;428892.32 
C0206;Europa;Kosovo;Cuidado personal;P0007;Crítica;17/02/2021;620692622;6/03/2021;5595;81.73 ;56.67 ;457279.35 ;317068.65 
C0636;Asia;Malaysia;Cárnicos;P0002;Media;19/01/2021;563694608;11/02/2021;8616;421.89 ;364.69 ;3635004.24 ;3142169.04 
C0610;Centroamérica y Caribe;Guatemala;Bebida;P0009;Alta;26/08/2022;961049926;9/09/2022;4885;47.45 ;31.79 ;231793.25 ;155294.15 
C0831;Australia y Oceanía;Vanuatu;Material de oficina;P0008;Baja;24/09/2022;783119904;30/10/2022;1437;651.21 ;524.96 ;935788.77 ;754367.52 
C0705;Centroamérica y Caribe;Nicaragua;Cuidado personal;P0007;Alta;13/10/2022;870578372;6/11/2022;2341;81.73 ;56.67 ;191329.93 ;132664.47 
C0844;África;Lesotho;Snacks;P0001;Media;3/11/2021;784411656;29/11/2021;3695;152.58 ;97.44 ;563783.10 ;360040.80 
